Fecha,Símbolo,Apertura,Máximo,Mínimo,Cierre,Volumen
2024-10-03,AAPL,87.58,100.27,81.51,84.14,3728732
2024-10-03,MSFT,81.74,92.96,74.4,75.32,3716854
2024-10-03,GOOGL,257.0,275.21,249.6,253.76,1051486
2024-10-03,AMZN,104.72,122.75,89.79,101.93,1143019
2024-10-03,NVDA,120.3,129.24,117.69,127.05,2469627
2024-10-03,META,307.97,327.22,295.4,295.4,3533734
2024-10-03,TSLA,66.43,67.52,60.07,66.42,1660523
2024-10-03,AVGO,242.87,252.11,240.13,244.38,1029352
2024-10-03,COST,111.11,128.47,108.93,119.28,3589148
2024-10-03,NFLX,139.04,141.6,132.57,135.64,2847982
2024-10-03,ASML,207.01,210.39,195.5,209.38,1090189
2024-10-03,TMUS,379.59,388.81,368.64,383.74,764995
2024-10-03,CSCO,485.14,501.01,476.28,497.3,4335843
2024-10-03,PEP,82.95,97.5,68.21,91.93,1426620
2024-10-03,AZN,54.08,61.38,43.71,53.93,3666973
2024-10-03,LIN,330.02,343.18,312.27,316.5,4190737
2024-10-03,AMD,431.3,435.21,415.98,418.0,4685459
2024-10-03,ADBE,399.08,414.29,382.25,385.98,4379928
2024-10-03,ISRG,321.47,330.83,316.21,327.89,3755740
2024-10-03,INTU,424.95,426.37,408.05,410.49,831251
2024-10-03,QCOM,399.61,413.1,379.71,382.91,3464262
2024-10-03,TXN,278.52,290.0,261.13,261.94,1590483
2024-10-03,BKNG,162.22,164.45,156.04,163.87,4519621
2024-10-03,ARM,163.42,177.0,150.95,163.7,4496563
2024-10-03,CMCSA,176.79,186.41,163.67,167.22,723402
2024-10-03,HON,160.9,172.28,159.72,162.08,3860129
2024-10-03,AMGN,78.39,96.2,70.17,73.02,3353545
2024-10-03,PDD,381.84,383.22,380.05,380.47,1833532
2024-10-03,AMAT,399.6,418.14,387.46,405.74,2367302
2024-10-03,PANW,146.0,161.34,131.19,148.05,3185268
2024-10-03,ADP,56.28,62.5,43.82,61.19,4026910
2024-10-03,VRTX,397.08,409.14,378.53,400.01,2784141
2024-10-03,GILD,425.35,437.93,406.4,406.66,4408039
2024-10-03,MU,373.89,380.04,354.44,355.99,3186486
2024-10-04,AAPL,159.43,175.08,142.54,164.23,2061543
2024-10-04,MSFT,452.42,458.39,441.33,458.38,4968998
2024-10-04,GOOGL,381.2,387.98,379.9,387.51,3323177
2024-10-04,AMZN,72.43,82.37,57.77,59.5,4742989
2024-10-04,NVDA,444.47,456.9,442.78,452.4,3905226
2024-10-04,META,115.22,118.57,113.17,115.07,2551320
2024-10-04,TSLA,472.88,476.2,459.22,469.3,1050057
2024-10-04,AVGO,297.34,298.35,287.13,291.64,4818191
2024-10-04,COST,476.13,493.24,463.82,493.22,1673953
2024-10-04,NFLX,398.84,404.96,382.3,385.22,4998124
2024-10-04,ASML,253.67,263.24,251.49,260.74,2440959
2024-10-04,TMUS,471.36,480.67,456.29,473.18,3396946
2024-10-04,CSCO,330.17,333.1,324.81,328.65,2050374
2024-10-04,PEP,201.94,210.55,191.23,210.22,2197672
2024-10-04,AZN,237.25,240.09,226.75,233.06,1110927
2024-10-04,LIN,61.43,76.1,46.64,56.05,1869383
2024-10-04,AMD,246.15,260.95,235.96,247.71,789456
2024-10-04,ADBE,362.42,379.57,344.75,378.6,4604244
2024-10-04,ISRG,202.95,204.35,191.18,196.53,1365744
2024-10-04,INTU,271.79,285.05,267.8,269.4,4346157
2024-10-04,QCOM,410.56,417.57,406.61,416.7,2699132
2024-10-04,TXN,269.56,284.45,262.92,272.87,3898805
2024-10-04,BKNG,95.12,100.26,76.69,90.73,4318791
2024-10-04,ARM,417.72,436.8,401.61,424.82,4441918
2024-10-04,CMCSA,120.49,125.4,115.67,124.83,2720835
2024-10-04,HON,105.29,116.23,90.88,92.35,4361515
2024-10-04,AMGN,125.28,131.94,114.12,131.24,4568786
2024-10-04,PDD,380.74,395.11,367.37,382.02,2269830
2024-10-04,AMAT,224.53,237.03,213.57,218.85,1173325
2024-10-04,PANW,391.54,396.21,387.63,395.51,1349101
2024-10-04,ADP,223.9,243.0,204.83,214.01,4444994
2024-10-04,VRTX,54.22,58.55,35.62,55.86,743361
2024-10-04,GILD,272.42,288.46,256.33,264.7,4083767
2024-10-04,MU,213.59,221.68,202.31,221.36,3867709
2024-10-05,AAPL,145.1,156.14,138.26,145.44,4188408
2024-10-05,MSFT,218.77,226.48,210.61,212.69,3420309
2024-10-05,GOOGL,482.33,490.92,479.49,482.01,4167957
2024-10-05,AMZN,410.06,428.23,395.27,415.81,4782356
2024-10-05,NVDA,72.13,88.91,61.88,74.46,4508888
2024-10-05,META,349.19,354.6,340.36,353.84,3036952
2024-10-05,TSLA,462.32,475.99,451.22,463.89,2003266
2024-10-05,AVGO,181.4,195.69,164.84,192.48,1681143
2024-10-05,COST,352.46,367.52,348.5,354.62,759036
2024-10-05,NFLX,345.59,350.2,334.12,342.63,1962551
2024-10-05,ASML,123.9,131.45,116.3,116.56,2193910
2024-10-05,TMUS,163.11,168.37,160.7,161.11,3290821
2024-10-05,CSCO,382.15,401.91,373.34,400.19,4199757
2024-10-05,PEP,348.29,367.81,338.61,357.48,1371291
2024-10-05,AZN,86.46,88.2,72.34,82.39,1147196
2024-10-05,LIN,323.57,332.37,318.42,319.62,4720560
2024-10-05,AMD,86.37,104.58,79.85,98.18,2773233
2024-10-05,ADBE,143.42,150.13,131.14,134.03,2972231
2024-10-05,ISRG,432.59,446.84,420.24,430.17,1764499
2024-10-05,INTU,139.82,150.65,135.42,139.03,607354
2024-10-05,QCOM,108.31,117.53,104.26,105.67,4337314
2024-10-05,TXN,379.39,381.56,372.16,373.47,3705777
2024-10-05,BKNG,450.25,451.64,435.06,447.23,3680580
2024-10-05,ARM,128.64,136.66,109.95,114.29,913797
2024-10-05,CMCSA,228.03,238.4,216.11,222.78,3184452
2024-10-05,HON,173.34,188.32,169.32,187.49,4835952
2024-10-05,AMGN,398.92,404.3,389.91,393.3,1116235
2024-10-05,PDD,190.27,192.78,174.67,184.95,3692575
2024-10-05,AMAT,239.09,258.68,221.84,246.58,3380957
2024-10-05,PANW,191.41,203.08,174.61,202.37,1436445
2024-10-05,ADP,238.06,248.18,222.7,241.3,3495480
2024-10-05,VRTX,457.84,460.68,454.13,457.23,2653428
2024-10-05,GILD,314.02,320.69,308.66,310.13,1044315
2024-10-05,MU,344.77,353.67,326.91,352.35,1595273
2024-10-06,AAPL,414.38,420.79,405.24,408.28,932639
2024-10-06,MSFT,201.28,207.52,192.84,204.81,4143546
2024-10-06,GOOGL,492.16,503.54,486.63,495.36,4962122
2024-10-06,AMZN,417.71,434.1,400.79,416.05,965112
2024-10-06,NVDA,378.7,381.18,368.05,374.07,3452918
2024-10-06,META,420.39,424.13,401.4,406.86,3823113
2024-10-06,TSLA,67.48,80.09,53.24,55.28,2878640
2024-10-06,AVGO,115.77,129.61,111.99,120.4,2436175
2024-10-06,COST,303.21,309.32,295.99,296.84,4896187
2024-10-06,NFLX,122.56,131.75,103.95,121.96,2616740
2024-10-06,ASML,260.51,267.46,257.84,262.6,2378198
2024-10-06,TMUS,389.66,390.79,375.22,385.14,2900812
2024-10-06,CSCO,450.7,466.53,440.01,440.77,3325190
2024-10-06,PEP,290.0,294.16,272.31,273.26,4910556
2024-10-06,AZN,447.78,463.79,436.62,451.66,2671548
2024-10-06,LIN,98.21,103.25,80.13,101.66,1308725
2024-10-06,AMD,76.33,82.76,63.08,75.2,2825180
2024-10-06,ADBE,177.43,194.8,174.64,193.63,1946236
2024-10-06,ISRG,101.18,114.68,93.66,101.8,2849881
2024-10-06,INTU,372.35,374.8,367.57,373.99,4452499
2024-10-06,QCOM,334.09,343.18,317.49,330.33,3089426
2024-10-06,TXN,344.65,349.37,324.67,343.41,4466491
2024-10-06,BKNG,411.67,428.2,397.45,403.62,1124201
2024-10-06,ARM,141.8,148.28,131.81,136.89,4715730
2024-10-06,CMCSA,153.7,154.75,147.1,154.24,4760535
2024-10-06,HON,106.52,121.78,100.66,102.84,4800754
2024-10-06,AMGN,113.49,119.68,107.12,110.82,4412597
2024-10-06,PDD,173.35,176.82,156.56,157.93,1127350
2024-10-06,AMAT,191.59,196.84,173.8,182.27,3846620
2024-10-06,PANW,413.8,418.96,407.69,413.19,1121606
2024-10-06,ADP,393.22,394.61,374.63,392.56,3361023
2024-10-06,VRTX,215.9,231.99,209.04,227.54,2360548
2024-10-06,GILD,228.12,240.29,226.85,228.88,4561646
2024-10-06,MU,469.26,479.31,460.43,468.33,772253
2024-10-07,AAPL,483.7,492.88,468.45,488.12,1179795
2024-10-07,MSFT,352.85,357.6,346.06,349.89,1826629
2024-10-07,GOOGL,314.53,326.22,311.08,321.27,3455845
2024-10-07,AMZN,112.81,117.39,96.78,109.6,520493
2024-10-07,NVDA,373.38,391.83,362.96,386.21,1079458
2024-10-07,META,259.28,268.38,246.09,262.85,3833630
2024-10-07,TSLA,267.76,284.11,248.06,271.66,4226243
2024-10-07,AVGO,60.9,71.31,56.37,60.61,4712779
2024-10-07,COST,82.54,83.79,74.74,76.28,2039781
2024-10-07,NFLX,52.35,64.9,46.85,55.3,1463369
2024-10-07,ASML,423.25,429.88,406.6,414.21,4631833
2024-10-07,TMUS,295.4,303.69,280.68,296.96,2749228
2024-10-07,CSCO,477.46,478.85,469.55,471.73,4617867
2024-10-07,PEP,332.58,348.55,312.61,317.91,3688892
2024-10-07,AZN,409.96,421.32,399.19,408.94,3291296
2024-10-07,LIN,447.6,460.31,442.57,446.41,3686065
2024-10-07,AMD,454.66,467.41,441.44,461.92,4127860
2024-10-07,ADBE,412.53,431.18,398.9,415.29,948715
2024-10-07,ISRG,224.46,227.08,220.72,222.13,4978202
2024-10-07,INTU,280.35,281.43,272.03,279.68,3173101
2024-10-07,QCOM,473.33,491.2,467.97,476.44,4025419
2024-10-07,TXN,158.27,170.3,153.32,163.27,1692414
2024-10-07,BKNG,112.43,120.43,111.08,115.48,2132531
2024-10-07,ARM,235.22,239.58,224.46,226.69,3267913
2024-10-07,CMCSA,79.11,97.51,71.05,85.87,1324545
2024-10-07,HON,176.36,181.84,169.49,176.41,961830
2024-10-07,AMGN,85.36,97.29,82.57,95.62,2797673
2024-10-07,PDD,333.99,344.55,320.55,320.94,2774470
2024-10-07,AMAT,499.14,510.55,488.04,505.34,3873230
2024-10-07,PANW,253.44,261.71,241.88,258.66,3151473
2024-10-07,ADP,450.13,455.56,443.23,450.72,4085586
2024-10-07,VRTX,361.47,370.07,349.94,368.68,1886458
2024-10-07,GILD,266.48,275.39,254.49,266.19,4557432
2024-10-07,MU,200.56,220.09,196.79,202.24,2537579
2024-10-08,AAPL,95.79,110.45,92.35,92.39,4048345
2024-10-08,MSFT,128.72,148.06,120.9,125.1,2141922
2024-10-08,GOOGL,220.78,235.07,204.2,233.76,4450941
2024-10-08,AMZN,175.06,183.56,163.01,180.82,4396148
2024-10-08,NVDA,201.37,221.16,192.04,216.89,3871769
2024-10-08,META,282.35,301.01,266.22,275.13,3081072
2024-10-08,TSLA,191.78,199.26,173.26,179.92,4522027
2024-10-08,AVGO,142.68,162.04,130.55,144.96,2534567
2024-10-08,COST,410.72,423.66,394.64,411.56,2792718
2024-10-08,NFLX,494.56,514.09,477.8,506.83,3001218
2024-10-08,ASML,67.73,86.76,54.6,69.24,4852069
2024-10-08,TMUS,230.46,248.59,227.44,228.47,4631003
2024-10-08,CSCO,283.49,289.12,274.4,280.33,1537908
2024-10-08,PEP,125.1,131.04,109.97,122.97,716593
2024-10-08,AZN,463.28,466.4,455.63,463.65,1687802
2024-10-08,LIN,154.77,160.49,136.92,143.5,2383107
2024-10-08,AMD,272.08,287.2,255.03,265.46,556985
2024-10-08,ADBE,337.83,352.64,322.9,328.07,922571
2024-10-08,ISRG,461.19,470.89,448.66,449.76,883770
2024-10-08,INTU,258.48,265.02,247.68,252.04,4972345
2024-10-08,QCOM,331.21,344.73,325.92,333.5,4897455
2024-10-08,TXN,244.79,259.53,243.44,248.25,4401896
2024-10-08,BKNG,295.42,303.28,282.32,303.03,580188
2024-10-08,ARM,335.92,340.3,321.56,335.89,4836327
2024-10-08,CMCSA,147.59,166.75,141.16,147.9,3928450
2024-10-08,HON,255.73,258.24,237.13,252.06,2763974
2024-10-08,AMGN,118.62,125.99,102.13,112.99,1114260
2024-10-08,PDD,63.51,64.79,49.63,55.16,2982835
2024-10-08,AMAT,166.88,168.27,149.35,150.73,1275488
2024-10-08,PANW,446.17,453.48,441.48,448.74,1053420
2024-10-08,ADP,484.04,486.59,466.37,470.81,3648920
2024-10-08,VRTX,287.38,301.36,278.18,295.13,1380656
2024-10-08,GILD,394.98,397.68,378.27,390.85,4357221
2024-10-08,MU,485.19,494.78,482.15,483.74,940529
2024-10-09,AAPL,154.78,155.8,135.56,139.92,3601832
2024-10-09,MSFT,190.48,194.4,186.72,192.83,4863223
2024-10-09,GOOGL,227.29,237.67,211.47,224.99,877657
2024-10-09,AMZN,140.13,158.28,121.89,125.38,1518836
2024-10-09,NVDA,167.48,179.69,149.15,154.27,3866768
2024-10-09,META,485.38,503.47,475.66,494.95,3173118
2024-10-09,TSLA,417.31,423.9,404.46,406.47,2102400
2024-10-09,AVGO,459.57,478.13,445.87,458.95,2094933
2024-10-09,COST,155.78,162.95,153.97,154.15,2751872
2024-10-09,NFLX,463.86,478.85,459.22,463.57,3002743
2024-10-09,ASML,367.14,382.0,365.53,378.35,4098312
2024-10-09,TMUS,221.0,239.97,205.71,237.54,3427790
2024-10-09,CSCO,496.89,516.16,480.7,491.11,2113876
2024-10-09,PEP,141.74,158.37,138.5,150.79,3387572
2024-10-09,AZN,347.15,363.23,333.3,356.71,4925308
2024-10-09,LIN,267.02,278.19,259.41,262.52,2258312
2024-10-09,AMD,187.01,205.95,181.03,182.36,522633
2024-10-09,ADBE,302.59,315.75,285.13,286.38,3600595
2024-10-09,ISRG,367.75,369.23,358.19,362.09,1814432
2024-10-09,INTU,125.89,133.89,108.42,115.86,2805824
2024-10-09,QCOM,350.99,366.25,344.99,347.8,2574968
2024-10-09,TXN,120.82,128.22,118.49,123.76,3776722
2024-10-09,BKNG,131.25,149.01,118.38,130.28,2604770
2024-10-09,ARM,307.64,323.26,292.32,298.15,3139435
2024-10-09,CMCSA,56.65,74.82,54.15,59.22,797034
2024-10-09,HON,190.75,205.4,178.01,205.16,1008205
2024-10-09,AMGN,58.01,73.57,55.29,67.75,3121399
2024-10-09,PDD,436.6,449.5,432.07,436.26,1098846
2024-10-09,AMAT,436.48,445.86,426.96,441.2,2211025
2024-10-09,PANW,316.87,335.85,306.56,326.31,4125752
2024-10-09,ADP,247.01,263.16,236.89,250.52,2652705
2024-10-09,VRTX,422.45,428.63,404.2,409.67,888886
2024-10-09,GILD,468.46,470.16,462.29,469.76,4448429
2024-10-09,MU,312.16,313.58,309.35,311.03,2975468
2024-10-10,AAPL,278.67,291.69,269.63,277.35,578116
2024-10-10,MSFT,375.85,379.09,371.63,378.73,4099725
2024-10-10,GOOGL,133.71,144.58,116.39,125.91,4620773
2024-10-10,AMZN,285.3,296.48,279.66,287.01,2545360
2024-10-10,NVDA,66.46,71.5,56.72,64.54,999618
2024-10-10,META,271.54,289.1,263.37,285.36,3560526
2024-10-10,TSLA,66.37,71.99,46.67,52.63,3121013
2024-10-10,AVGO,224.31,233.53,213.02,228.24,1655821
2024-10-10,COST,119.24,122.52,102.8,118.74,1460667
2024-10-10,NFLX,272.64,279.01,252.98,263.34,4362939
2024-10-10,ASML,276.7,281.57,266.03,274.89,2455927
2024-10-10,TMUS,380.83,400.45,375.59,383.81,686752
2024-10-10,CSCO,239.14,254.16,223.06,227.64,3363619
2024-10-10,PEP,281.17,297.26,265.19,295.59,2347606
2024-10-10,AZN,437.69,446.34,429.31,429.84,4260695
2024-10-10,LIN,184.06,190.08,176.05,186.74,3938038
2024-10-10,AMD,260.48,274.0,247.27,249.94,2783068
2024-10-10,ADBE,266.45,285.05,255.65,276.89,4193698
2024-10-10,ISRG,492.47,511.02,491.36,506.37,549208
2024-10-10,INTU,136.76,145.97,127.04,140.48,1524024
2024-10-10,QCOM,377.31,393.77,357.94,371.91,3533896
2024-10-10,TXN,248.39,268.36,241.07,257.75,1895903
2024-10-10,BKNG,326.7,344.23,317.39,335.25,847941
2024-10-10,ARM,271.37,287.52,258.55,284.97,810669
2024-10-10,CMCSA,207.61,218.01,198.61,206.08,4834294
2024-10-10,HON,431.32,435.49,415.91,420.08,4558759
2024-10-10,AMGN,499.51,506.58,489.77,505.73,3666524
2024-10-10,PDD,77.69,84.94,63.93,77.21,1123994
2024-10-10,AMAT,178.59,185.84,163.34,183.06,2250123
2024-10-10,PANW,363.21,373.47,347.1,361.12,2241492
2024-10-10,ADP,252.15,254.11,236.21,253.11,1783202
2024-10-10,VRTX,486.68,505.65,473.7,473.88,1216985
2024-10-10,GILD,443.77,453.01,423.98,451.4,672703
2024-10-10,MU,253.79,262.89,234.81,237.15,1631181
2024-10-11,AAPL,316.74,323.98,314.34,322.82,2554693
2024-10-11,MSFT,110.58,118.14,105.35,115.83,1420332
2024-10-11,GOOGL,89.15,94.09,86.79,93.1,1316533
2024-10-11,AMZN,61.43,72.6,49.63,69.31,2121116
2024-10-11,NVDA,135.77,139.38,123.41,132.93,2214644
2024-10-11,META,179.98,196.55,178.68,180.49,4683035
2024-10-11,TSLA,479.63,486.49,465.97,475.6,3187970
2024-10-11,AVGO,158.36,174.09,143.23,164.12,3554403
2024-10-11,COST,303.29,309.57,299.75,304.92,3821461
2024-10-11,NFLX,350.48,354.11,336.76,346.77,4721314
2024-10-11,ASML,137.94,140.05,132.16,134.14,4490722
2024-10-11,TMUS,225.35,237.65,217.87,227.83,4262598
2024-10-11,CSCO,57.19,65.23,49.34,54.04,739389
2024-10-11,PEP,159.23,162.15,141.33,152.77,2924236
2024-10-11,AZN,357.57,360.65,339.54,358.37,4169791
2024-10-11,LIN,401.83,413.06,386.45,390.02,4585794
2024-10-11,AMD,254.36,272.13,237.24,268.39,2154118
2024-10-11,ADBE,115.54,117.42,101.08,106.31,3152788
2024-10-11,ISRG,383.97,385.07,374.49,374.74,3042134
2024-10-11,INTU,170.92,188.79,167.12,176.8,2707709
2024-10-11,QCOM,373.46,391.03,354.56,369.94,904861
2024-10-11,TXN,364.83,380.23,359.25,374.32,4977607
2024-10-11,BKNG,188.55,205.97,185.42,198.27,1106918
2024-10-11,ARM,331.34,338.74,329.34,330.89,1297762
2024-10-11,CMCSA,352.84,365.1,348.07,363.91,4063975
2024-10-11,HON,183.26,187.06,171.19,171.71,2552543
2024-10-11,AMGN,219.4,221.71,207.65,216.03,3533635
2024-10-11,PDD,65.34,77.61,60.7,73.22,4057129
2024-10-11,AMAT,125.67,133.03,117.25,131.51,4640911
2024-10-11,PANW,273.7,289.49,265.72,289.18,518064
2024-10-11,ADP,211.17,224.73,203.06,216.1,3606971
2024-10-11,VRTX,211.14,218.84,192.57,197.38,4424875
2024-10-11,GILD,405.81,424.06,398.31,421.95,1494447
2024-10-11,MU,382.15,388.77,377.63,384.65,2925238
2024-10-12,AAPL,107.89,111.46,89.73,98.06,1207938
2024-10-12,MSFT,253.12,256.43,248.56,250.82,2953539
2024-10-12,GOOGL,207.02,215.12,196.21,214.71,1709452
2024-10-12,AMZN,325.98,339.18,307.45,326.32,2305110
2024-10-12,NVDA,451.01,452.6,444.53,450.16,1060533
2024-10-12,META,96.56,108.21,88.85,106.04,4376439
2024-10-12,TSLA,45.02,53.19,41.23,45.74,4947240
2024-10-12,AVGO,351.55,353.96,338.24,339.87,2349680
2024-10-12,COST,465.41,467.75,455.16,463.81,2719390
2024-10-12,NFLX,333.73,351.8,321.95,328.73,618880
2024-10-12,ASML,331.05,339.65,323.81,331.44,2031268
2024-10-12,TMUS,414.96,430.61,401.99,416.34,2694270
2024-10-12,CSCO,367.31,374.33,357.15,368.26,1604145
2024-10-12,PEP,347.2,350.05,336.37,337.72,2412754
2024-10-12,AZN,94.79,99.86,86.39,96.78,2912808
2024-10-12,LIN,470.22,481.36,453.24,466.41,3467160
2024-10-12,AMD,71.75,76.13,63.82,66.6,4556493
2024-10-12,ADBE,155.21,168.82,135.49,152.74,1855245
2024-10-12,ISRG,415.17,421.65,399.57,400.74,4376458
2024-10-12,INTU,213.77,222.63,200.02,218.56,2092992
2024-10-12,QCOM,250.97,264.43,235.11,251.31,3356432
2024-10-12,TXN,251.6,252.7,247.64,251.52,1606074
2024-10-12,BKNG,100.7,120.45,96.59,117.21,1731293
2024-10-12,ARM,429.07,440.53,420.31,438.84,1178399
2024-10-12,CMCSA,178.62,180.33,161.31,164.34,4264174
2024-10-12,HON,457.56,466.24,455.28,458.23,4902079
2024-10-12,AMGN,149.96,160.44,132.16,154.53,2582244
2024-10-12,PDD,120.23,123.58,116.13,123.08,1463391
2024-10-12,AMAT,219.37,229.4,206.45,228.9,2797265
2024-10-12,PANW,372.29,382.91,358.95,374.87,885243
2024-10-12,ADP,244.9,252.3,235.64,238.61,1960383
2024-10-12,VRTX,321.49,326.83,316.11,325.21,3217130
2024-10-12,GILD,106.51,122.67,91.08,122.27,4171447
2024-10-12,MU,134.35,152.28,115.83,150.39,2461262
2024-10-13,AAPL,108.81,119.79,94.12,108.64,4621371
2024-10-13,MSFT,379.1,388.64,369.35,379.15,4166635
2024-10-13,GOOGL,225.4,237.19,205.56,235.85,1131792
2024-10-13,AMZN,122.15,138.05,119.76,125.62,4251749
2024-10-13,NVDA,470.06,481.87,457.99,474.03,4470573
2024-10-13,META,262.58,264.2,255.56,257.1,1125488
2024-10-13,TSLA,480.57,497.18,464.94,474.79,3729999
2024-10-13,AVGO,439.12,450.78,426.22,450.55,2518250
2024-10-13,COST,99.88,115.44,86.13,98.16,1671026
2024-10-13,NFLX,255.38,271.9,248.56,264.22,3793926
2024-10-13,ASML,237.87,253.79,220.44,232.41,4829931
2024-10-13,TMUS,440.96,448.71,425.44,426.81,1238106
2024-10-13,CSCO,111.04,130.75,99.39,114.7,2361619
2024-10-13,PEP,293.92,301.64,279.74,283.95,573053
2024-10-13,AZN,423.82,429.74,405.97,427.1,3807739
2024-10-13,LIN,281.37,288.45,272.88,275.59,3904111
2024-10-13,AMD,167.55,172.92,164.17,167.96,3601505
2024-10-13,ADBE,315.0,316.3,298.25,310.01,3448120
2024-10-13,ISRG,348.11,362.81,339.74,343.18,2419066
2024-10-13,INTU,197.5,205.7,192.1,197.77,4045027
2024-10-13,QCOM,114.85,121.05,108.87,111.19,1557815
2024-10-13,TXN,158.02,169.93,156.79,168.19,1302628
2024-10-13,BKNG,439.63,442.88,431.7,437.05,3223481
2024-10-13,ARM,142.84,160.26,129.22,134.31,613773
2024-10-13,CMCSA,158.84,169.58,153.51,160.32,1866001
2024-10-13,HON,221.73,237.88,215.0,227.23,3390727
2024-10-13,AMGN,419.19,430.48,413.23,430.11,2418563
2024-10-13,PDD,424.55,429.35,415.04,428.61,1933283
2024-10-13,AMAT,231.02,236.67,226.97,228.49,2610602
2024-10-13,PANW,130.79,144.05,114.91,137.56,1638110
2024-10-13,ADP,121.5,128.79,107.3,127.69,4960936
2024-10-13,VRTX,63.03,68.53,52.19,68.02,3759148
2024-10-13,GILD,387.31,393.5,379.65,381.7,3263516
2024-10-13,MU,172.87,182.71,157.76,180.29,3614677
2024-10-14,AAPL,246.42,253.64,244.44,247.24,3231410
2024-10-14,MSFT,133.74,142.41,120.47,141.54,2543383
